center,left,right,steering,throttle,brake,speed
/home/behrooz/robotic/Udacity_SDCND/Behavioral_Cloning/IMG/center_2017_01_16_22_50_33_185.jpg,,,0,0.08613992,0,15.33501
/home/behrooz/robotic/Udacity_SDCND/Behavioral_Cloning/IMG/center_2017_01_16_22_50_33_273.jpg,,,0,0.04870176,0,15.20401
/home/behrooz/robotic/Udacity_SDCND/Behavioral_Cloning/IMG/center_2017_01_16_22_50_33_353.jpg,,,0,0.2915697,0,15.30961
/home/behrooz/robotic/Udacity_SDCND/Behavioral_Cloning/IMG/center_2017_01_16_22_50_33_411.jpg,,,0,0.3356581,0,15.63985
/home/behrooz/robotic/Udacity_SDCND/Behavioral_Cloning/IMG/center_2017_01_16_22_50_33_487.jpg,,,0,0.06719112,0,15.74705
/home/behrooz/robotic/Udacity_SDCND/Behavioral_Cloning/IMG/center_2017_01_16_22_50_33_554.jpg,,,0,0,0,15.42918
/home/behrooz/robotic/Udacity_SDCND/Behavioral_Cloning/IMG/center_2017_01_16_22_50_33_630.jpg,,,0,0,0,15.30114
/home/behrooz/robotic/Udacity_SDCND/Behavioral_Cloning/IMG/center_2017_01_16_22_50_33_696.jpg,,,-0.1,0.07365274,0,15.4382
/home/behrooz/robotic/Udacity_SDCND/Behavioral_Cloning/IMG/center_2017_01_16_22_50_33_768.jpg,,,-0.1,0.2654943,0,15.43972
/home/behrooz/robotic/Udacity_SDCND/Behavioral_Cloning/IMG/center_2017_01_16_22_50_33_850.jpg,,,-0.1666667,0.1409011,0,15.54946
/home/behrooz/robotic/Udacity_SDCND/Behavioral_Cloning/IMG/center_2017_01_16_22_50_33_917.jpg,,,-0.1666667,0.2020047,0,15.5599
/home/behrooz/robotic/Udacity_SDCND/Behavioral_Cloning/IMG/center_2017_01_16_22_50_34_003.jpg,,,-0.1666667,0.4588945,0,15.75716
/home/behrooz/robotic/Udacity_SDCND/Behavioral_Cloning/IMG/center_2017_01_16_22_50_34_071.jpg,,,-0.1666667,0.6262257,0,15.93992
/home/behrooz/robotic/Udacity_SDCND/Behavioral_Cloning/IMG/center_2017_01_16_22_50_34_139.jpg,,,-0.1666667,0.6334891,0,16.52728
/home/behrooz/robotic/Udacity_SDCND/Behavioral_Cloning/IMG/center_2017_01_16_22_50_34_231.jpg,,,-0.1666667,0.359004,0,16.86626
/home/behrooz/robotic/Udacity_SDCND/Behavioral_Cloning/IMG/center_2017_01_16_22_50_34_304.jpg,,,-0.1666667,0.1394134,0,16.96067
/home/behrooz/robotic/Udacity_SDCND/Behavioral_Cloning/IMG/center_2017_01_16_22_50_34_381.jpg,,,-0.1666667,0,0,16.86322
/home/behrooz/robotic/Udacity_SDCND/Behavioral_Cloning/IMG/center_2017_01_16_22_50_34_451.jpg,,,-0.1666667,0,0,16.86741
/home/behrooz/robotic/Udacity_SDCND/Behavioral_Cloning/IMG/center_2017_01_16_22_50_34_539.jpg,,,-0.1666667,0.2637928,0,16.77243
/home/behrooz/robotic/Udacity_SDCND/Behavioral_Cloning/IMG/center_2017_01_16_22_50_34_628.jpg,,,-0.1666667,0.5016446,0,17.05202
/home/behrooz/robotic/Udacity_SDCND/Behavioral_Cloning/IMG/center_2017_01_16_22_50_34_693.jpg,,,-0.1666667,0.3048055,0,17.25593
/home/behrooz/robotic/Udacity_SDCND/Behavioral_Cloning/IMG/center_2017_01_16_22_50_34_774.jpg,,,-0.1666667,0.037076,0,17.30798
/home/behrooz/robotic/Udacity_SDCND/Behavioral_Cloning/IMG/center_2017_01_16_22_50_34_851.jpg,,,-0.1666667,0,0,17.15652
/home/behrooz/robotic/Udacity_SDCND/Behavioral_Cloning/IMG/center_2017_01_16_22_50_34_924.jpg,,,-0.1666667,0,0,17.00384
/home/behrooz/robotic/Udacity_SDCND/Behavioral_Cloning/IMG/center_2017_01_16_22_50_35_001.jpg,,,-0.1666667,0.04674911,0,16.86319
/home/behrooz/robotic/Udacity_SDCND/Behavioral_Cloning/IMG/center_2017_01_16_22_50_35_072.jpg,,,-0.1666667,0.2181187,0,16.84652
/home/behrooz/robotic/Udacity_SDCND/Behavioral_Cloning/IMG/center_2017_01_16_22_50_35_145.jpg,,,-0.1666667,0.368449,0,17.06163
/home/behrooz/robotic/Udacity_SDCND/Behavioral_Cloning/IMG/center_2017_01_16_22_50_35_215.jpg,,,-0.1666667,0.2076995,0,17.17133
/home/behrooz/robotic/Udacity_SDCND/Behavioral_Cloning/IMG/center_2017_01_16_22_50_35_288.jpg,,,-0.1666667,0,0,17.1153
/home/behrooz/robotic/Udacity_SDCND/Behavioral_Cloning/IMG/center_2017_01_16_22_50_35_355.jpg,,,-0.1666667,0,0,16.98953
/home/behrooz/robotic/Udacity_SDCND/Behavioral_Cloning/IMG/center_2017_01_16_22_50_35_427.jpg,,,-0.1666667,0,0,16.85196
/home/behrooz/robotic/Udacity_SDCND/Behavioral_Cloning/IMG/center_2017_01_16_22_50_35_499.jpg,,,-0.1666667,0,0,16.7142
/home/behrooz/robotic/Udacity_SDCND/Behavioral_Cloning/IMG/center_2017_01_16_22_50_35_569.jpg,,,-0.1666667,0.06464696,0,16.64237
/home/behrooz/robotic/Udacity_SDCND/Behavioral_Cloning/IMG/center_2017_01_16_22_50_35_638.jpg,,,-0.1666667,0.3083997,0,16.70582
/home/behrooz/robotic/Udacity_SDCND/Behavioral_Cloning/IMG/center_2017_01_16_22_50_35_715.jpg,,,-0.1666667,0.209394,0,16.78349
/home/behrooz/robotic/Udacity_SDCND/Behavioral_Cloning/IMG/center_2017_01_16_22_50_35_784.jpg,,,-0.1666667,0.03027606,0,16.71434
/home/behrooz/robotic/Udacity_SDCND/Behavioral_Cloning/IMG/center_2017_01_16_22_50_35_862.jpg,,,-0.1666667,0.2624974,0,16.72136
/home/behrooz/robotic/Udacity_SDCND/Behavioral_Cloning/IMG/center_2017_01_16_22_50_35_945.jpg,,,-0.1666667,0.01330233,0,16.70179
/home/behrooz/robotic/Udacity_SDCND/Behavioral_Cloning/IMG/center_2017_01_16_22_50_36_016.jpg,,,-0.1666667,0,0,16.61007
/home/behrooz/robotic/Udacity_SDCND/Behavioral_Cloning/IMG/center_2017_01_16_22_50_36_089.jpg,,,-0.1666667,0,0,16.47298
/home/behrooz/robotic/Udacity_SDCND/Behavioral_Cloning/IMG/center_2017_01_16_22_50_36_156.jpg,,,-0.1666667,0,0,16.36298
/home/behrooz/robotic/Udacity_SDCND/Behavioral_Cloning/IMG/center_2017_01_16_22_50_36_229.jpg,,,-0.1666667,0,0,16.23005
/home/behrooz/robotic/Udacity_SDCND/Behavioral_Cloning/IMG/center_2017_01_16_22_50_36_303.jpg,,,-0.1666667,0,0,16.09687
/home/behrooz/robotic/Udacity_SDCND/Behavioral_Cloning/IMG/center_2017_01_16_22_50_36_384.jpg,,,0.03333334,0.1512358,0,16.03297
/home/behrooz/robotic/Udacity_SDCND/Behavioral_Cloning/IMG/center_2017_01_16_22_50_36_465.jpg,,,0.03333334,0,0,15.93066
/home/behrooz/robotic/Udacity_SDCND/Behavioral_Cloning/IMG/center_2017_01_16_22_50_36_559.jpg,,,0.03333334,0,0,15.76779
/home/behrooz/robotic/Udacity_SDCND/Behavioral_Cloning/IMG/center_2017_01_16_22_50_36_629.jpg,,,0.03333334,0,0,15.67132
/home/behrooz/robotic/Udacity_SDCND/Behavioral_Cloning/IMG/center_2017_01_16_22_50_36_706.jpg,,,0.06666667,0,0,15.54266
/home/behrooz/robotic/Udacity_SDCND/Behavioral_Cloning/IMG/center_2017_01_16_22_50_36_798.jpg,,,0.06666667,0,0,15.41491
/home/behrooz/robotic/Udacity_SDCND/Behavioral_Cloning/IMG/center_2017_01_16_22_50_36_865.jpg,,,0.06666667,0,0,15.28829
/home/behrooz/robotic/Udacity_SDCND/Behavioral_Cloning/IMG/center_2017_01_16_22_50_36_939.jpg,,,-0.03333334,0,0,15.15888
/home/behrooz/robotic/Udacity_SDCND/Behavioral_Cloning/IMG/center_2017_01_16_22_50_37_013.jpg,,,-0.06666667,0,0,15.06215
/home/behrooz/robotic/Udacity_SDCND/Behavioral_Cloning/IMG/center_2017_01_16_22_50_37_110.jpg,,,-0.06666667,0,0,14.9079
/home/behrooz/robotic/Udacity_SDCND/Behavioral_Cloning/IMG/center_2017_01_16_22_50_37_194.jpg,,,-0.06666667,0.2475593,0,14.94762
/home/behrooz/robotic/Udacity_SDCND/Behavioral_Cloning/IMG/center_2017_01_16_22_50_37_294.jpg,,,-0.06666667,0.5588844,0,15.27321
/home/behrooz/robotic/Udacity_SDCND/Behavioral_Cloning/IMG/center_2017_01_16_22_50_37_379.jpg,,,-0.06666667,0.8169565,0,15.9659
/home/behrooz/robotic/Udacity_SDCND/Behavioral_Cloning/IMG/center_2017_01_16_22_50_37_456.jpg,,,-0.06666667,0.7294021,0,16.48116
/home/behrooz/robotic/Udacity_SDCND/Behavioral_Cloning/IMG/center_2017_01_16_22_50_37_526.jpg,,,-0.06666667,0.4691405,0,16.88759
/home/behrooz/robotic/Udacity_SDCND/Behavioral_Cloning/IMG/center_2017_01_16_22_50_37_593.jpg,,,-0.06666667,0.3096457,0,17.07831
/home/behrooz/robotic/Udacity_SDCND/Behavioral_Cloning/IMG/center_2017_01_16_22_50_37_669.jpg,,,-0.06666667,0.03821111,0,17.10829
/home/behrooz/robotic/Udacity_SDCND/Behavioral_Cloning/IMG/center_2017_01_16_22_50_37_739.jpg,,,-0.06666667,0,0,16.95902
/home/behrooz/robotic/Udacity_SDCND/Behavioral_Cloning/IMG/center_2017_01_16_22_50_37_826.jpg,,,-0.06666667,0.2584591,0,16.94046
/home/behrooz/robotic/Udacity_SDCND/Behavioral_Cloning/IMG/center_2017_01_16_22_50_37_907.jpg,,,-0.06666667,0.5019987,0,17.18447
/home/behrooz/robotic/Udacity_SDCND/Behavioral_Cloning/IMG/center_2017_01_16_22_50_37_975.jpg,,,-0.06666667,0.6681211,0,17.51585
/home/behrooz/robotic/Udacity_SDCND/Behavioral_Cloning/IMG/center_2017_01_16_22_50_38_053.jpg,,,-0.06666667,0.7363043,0,18.12256
/home/behrooz/robotic/Udacity_SDCND/Behavioral_Cloning/IMG/center_2017_01_16_22_50_38_129.jpg,,,-0.06666667,0.496331,0,18.55204
/home/behrooz/robotic/Udacity_SDCND/Behavioral_Cloning/IMG/center_2017_01_16_22_50_38_206.jpg,,,-0.06666667,0.2393725,0,18.73653
/home/behrooz/robotic/Udacity_SDCND/Behavioral_Cloning/IMG/center_2017_01_16_22_50_38_283.jpg,,,-0.06666667,0.00555253,0,18.69987
/home/behrooz/robotic/Udacity_SDCND/Behavioral_Cloning/IMG/center_2017_01_16_22_50_38_353.jpg,,,-0.06666667,0,0,18.56623
/home/behrooz/robotic/Udacity_SDCND/Behavioral_Cloning/IMG/center_2017_01_16_22_50_38_438.jpg,,,-0.06666667,0,0,18.40806
/home/behrooz/robotic/Udacity_SDCND/Behavioral_Cloning/IMG/center_2017_01_16_22_50_38_521.jpg,,,-0.06666667,0,0,18.26491
/home/behrooz/robotic/Udacity_SDCND/Behavioral_Cloning/IMG/center_2017_01_16_22_50_38_621.jpg,,,-0.06666667,0,0,18.02238
/home/behrooz/robotic/Udacity_SDCND/Behavioral_Cloning/IMG/center_2017_01_16_22_50_38_688.jpg,,,-0.06666667,0,0,17.95775
/home/behrooz/robotic/Udacity_SDCND/Behavioral_Cloning/IMG/center_2017_01_16_22_50_38_777.jpg,,,-0.06666667,0,0,17.74574
/home/behrooz/robotic/Udacity_SDCND/Behavioral_Cloning/IMG/center_2017_01_16_22_50_38_845.jpg,,,-0.06666667,0,0,17.64805
/home/behrooz/robotic/Udacity_SDCND/Behavioral_Cloning/IMG/center_2017_01_16_22_50_38_930.jpg,,,-0.06666667,0,0,17.50312
/home/behrooz/robotic/Udacity_SDCND/Behavioral_Cloning/IMG/center_2017_01_16_22_50_38_999.jpg,,,-0.06666667,0,0,17.3601
/home/behrooz/robotic/Udacity_SDCND/Behavioral_Cloning/IMG/center_2017_01_16_22_50_39_074.jpg,,,-0.06666667,0,0,17.24903
/home/behrooz/robotic/Udacity_SDCND/Behavioral_Cloning/IMG/center_2017_01_16_22_50_39_164.jpg,,,-0.06666667,0.2711642,0,17.23682
/home/behrooz/robotic/Udacity_SDCND/Behavioral_Cloning/IMG/center_2017_01_16_22_50_39_233.jpg,,,-0.06666667,0.4433162,0,17.39471
/home/behrooz/robotic/Udacity_SDCND/Behavioral_Cloning/IMG/center_2017_01_16_22_50_39_301.jpg,,,-0.1,0.6808891,0,17.84547
/home/behrooz/robotic/Udacity_SDCND/Behavioral_Cloning/IMG/center_2017_01_16_22_50_39_367.jpg,,,-0.1,0.4807291,0,18.16584
/home/behrooz/robotic/Udacity_SDCND/Behavioral_Cloning/IMG/center_2017_01_16_22_50_39_435.jpg,,,-0.1,0.3094261,0,18.32684
/home/behrooz/robotic/Udacity_SDCND/Behavioral_Cloning/IMG/center_2017_01_16_22_50_39_516.jpg,,,-0.1,0.03567624,0,18.32989
/home/behrooz/robotic/Udacity_SDCND/Behavioral_Cloning/IMG/center_2017_01_16_22_50_39_585.jpg,,,-0.1,0,0,18.16631
/home/behrooz/robotic/Udacity_SDCND/Behavioral_Cloning/IMG/center_2017_01_16_22_50_39_653.jpg,,,-0.1,0,0,18.10532
/home/behrooz/robotic/Udacity_SDCND/Behavioral_Cloning/IMG/center_2017_01_16_22_50_39_730.jpg,,,-0.1,0,0,17.95188
/home/behrooz/robotic/Udacity_SDCND/Behavioral_Cloning/IMG/center_2017_01_16_22_50_39_799.jpg,,,-0.1,0,0,17.79441
/home/behrooz/robotic/Udacity_SDCND/Behavioral_Cloning/IMG/center_2017_01_16_22_50_39_867.jpg,,,-0.1,0,0,17.662
/home/behrooz/robotic/Udacity_SDCND/Behavioral_Cloning/IMG/center_2017_01_16_22_50_39_960.jpg,,,-0.1,0,0,17.49551
/home/behrooz/robotic/Udacity_SDCND/Behavioral_Cloning/IMG/center_2017_01_16_22_50_40_034.jpg,,,-0.1,0,0,17.3776
/home/behrooz/robotic/Udacity_SDCND/Behavioral_Cloning/IMG/center_2017_01_16_22_50_40_107.jpg,,,-0.1,0,0,17.23628
/home/behrooz/robotic/Udacity_SDCND/Behavioral_Cloning/IMG/center_2017_01_16_22_50_40_180.jpg,,,-0.1,0,0,17.09609
/home/behrooz/robotic/Udacity_SDCND/Behavioral_Cloning/IMG/center_2017_01_16_22_50_40_259.jpg,,,-0.1,0,0,16.95702
/home/behrooz/robotic/Udacity_SDCND/Behavioral_Cloning/IMG/center_2017_01_16_22_50_40_335.jpg,,,-0.1,0,0,16.86074
/home/behrooz/robotic/Udacity_SDCND/Behavioral_Cloning/IMG/center_2017_01_16_22_50_40_403.jpg,,,-0.1,0,0,16.72293
/home/behrooz/robotic/Udacity_SDCND/Behavioral_Cloning/IMG/center_2017_01_16_22_50_40_481.jpg,,,-0.1,0,0,16.58624
/home/behrooz/robotic/Udacity_SDCND/Behavioral_Cloning/IMG/center_2017_01_16_22_50_40_560.jpg,,,-0.1,0,0,16.44976
/home/behrooz/robotic/Udacity_SDCND/Behavioral_Cloning/IMG/center_2017_01_16_22_50_40_633.jpg,,,0,0,0,16.34154
/home/behrooz/robotic/Udacity_SDCND/Behavioral_Cloning/IMG/center_2017_01_16_22_50_40_718.jpg,,,0,0,0,16.1792
/home/behrooz/robotic/Udacity_SDCND/Behavioral_Cloning/IMG/center_2017_01_16_22_50_40_790.jpg,,,0,0,0,16.07728
/home/behrooz/robotic/Udacity_SDCND/Behavioral_Cloning/IMG/center_2017_01_16_22_50_40_871.jpg,,,0,0,0,15.94645
/home/behrooz/robotic/Udacity_SDCND/Behavioral_Cloning/IMG/center_2017_01_16_22_50_40_937.jpg,,,0,0,0,15.81634
/home/behrooz/robotic/Udacity_SDCND/Behavioral_Cloning/IMG/center_2017_01_16_22_50_41_009.jpg,,,0,0,0,15.71981
/home/behrooz/robotic/Udacity_SDCND/Behavioral_Cloning/IMG/center_2017_01_16_22_50_41_084.jpg,,,0,0,0,15.59137
/home/behrooz/robotic/Udacity_SDCND/Behavioral_Cloning/IMG/center_2017_01_16_22_50_41_158.jpg,,,0,0,0,15.46353
/home/behrooz/robotic/Udacity_SDCND/Behavioral_Cloning/IMG/center_2017_01_16_22_50_41_225.jpg,,,-0.1,0,0,15.36505
/home/behrooz/robotic/Udacity_SDCND/Behavioral_Cloning/IMG/center_2017_01_16_22_50_41_299.jpg,,,-0.1,0,0,15.27067
/home/behrooz/robotic/Udacity_SDCND/Behavioral_Cloning/IMG/center_2017_01_16_22_50_41_366.jpg,,,-0.1,0,0,15.14566
/home/behrooz/robotic/Udacity_SDCND/Behavioral_Cloning/IMG/center_2017_01_16_22_50_41_460.jpg,,,-0.1,0.2333879,0,15.102
/home/behrooz/robotic/Udacity_SDCND/Behavioral_Cloning/IMG/center_2017_01_16_22_50_41_528.jpg,,,-0.1,0.4077508,0,15.23808
/home/behrooz/robotic/Udacity_SDCND/Behavioral_Cloning/IMG/center_2017_01_16_22_50_41_606.jpg,,,-0.1,0.6741242,0,15.63854
/home/behrooz/robotic/Udacity_SDCND/Behavioral_Cloning/IMG/center_2017_01_16_22_50_41_675.jpg,,,-0.1,0.8283992,0,16.24149
/home/behrooz/robotic/Udacity_SDCND/Behavioral_Cloning/IMG/center_2017_01_16_22_50_41_748.jpg,,,-0.1,1,0,17.05297
/home/behrooz/robotic/Udacity_SDCND/Behavioral_Cloning/IMG/center_2017_01_16_22_50_41_824.jpg,,,-0.1,0.9646084,0,17.8856
/home/behrooz/robotic/Udacity_SDCND/Behavioral_Cloning/IMG/center_2017_01_16_22_50_41_894.jpg,,,-0.1,0.8012948,0,18.23642
/home/behrooz/robotic/Udacity_SDCND/Behavioral_Cloning/IMG/center_2017_01_16_22_50_41_968.jpg,,,-0.1,0.5313365,0,18.68335
/home/behrooz/robotic/Udacity_SDCND/Behavioral_Cloning/IMG/center_2017_01_16_22_50_42_036.jpg,,,-0.1,0.364579,0,19.15379
/home/behrooz/robotic/Udacity_SDCND/Behavioral_Cloning/IMG/center_2017_01_16_22_50_42_121.jpg,,,-0.1,0.07167673,0,18.88691
/home/behrooz/robotic/Udacity_SDCND/Behavioral_Cloning/IMG/center_2017_01_16_22_50_42_190.jpg,,,-0.1,0,0,19.15771
/home/behrooz/robotic/Udacity_SDCND/Behavioral_Cloning/IMG/center_2017_01_16_22_50_42_259.jpg,,,-0.1,0,0,19.0216
/home/behrooz/robotic/Udacity_SDCND/Behavioral_Cloning/IMG/center_2017_01_16_22_50_42_342.jpg,,,-0.1,0,0,18.87996
/home/behrooz/robotic/Udacity_SDCND/Behavioral_Cloning/IMG/center_2017_01_16_22_50_42_414.jpg,,,-0.1,0,0,18.28262
/home/behrooz/robotic/Udacity_SDCND/Behavioral_Cloning/IMG/center_2017_01_16_22_50_42_486.jpg,,,-0.1,0,0,18.12761
/home/behrooz/robotic/Udacity_SDCND/Behavioral_Cloning/IMG/center_2017_01_16_22_50_42_557.jpg,,,-0.1,0,0,17.97481
/home/behrooz/robotic/Udacity_SDCND/Behavioral_Cloning/IMG/center_2017_01_16_22_50_42_631.jpg,,,-0.1,0,0,18.36793
/home/behrooz/robotic/Udacity_SDCND/Behavioral_Cloning/IMG/center_2017_01_16_22_50_42_717.jpg,,,-0.1,0,0,17.67426
/home/behrooz/robotic/Udacity_SDCND/Behavioral_Cloning/IMG/center_2017_01_16_22_50_42_802.jpg,,,-0.1,0,0,17.5261
/home/behrooz/robotic/Udacity_SDCND/Behavioral_Cloning/IMG/center_2017_01_16_22_50_42_873.jpg,,,-0.1,0,0,17.93698
/home/behrooz/robotic/Udacity_SDCND/Behavioral_Cloning/IMG/center_2017_01_16_22_50_42_942.jpg,,,-0.1,0,0,17.79535
/home/behrooz/robotic/Udacity_SDCND/Behavioral_Cloning/IMG/center_2017_01_16_22_50_43_016.jpg,,,0,0,0,17.16107
